brand,cpu_type,cpu_speed,max_cpu_speed,gpu_type,ram_type,ram,ram_speed,storage,screen_size,resolution,webcam,num_sd_slot,material,os,audio_tech,bluetooth_tech,wifi_tech,weight,thickness,width,length,released,has_lightning,has_thundebolt,has_touchscreen,has_fingerprint,has_camera_lock,has_180_degree,has_face_id,has_antiglare,new_warranty,used_warranty,used_price
HP,i5,1.6,3.9,Intel,DDR3L,8,2133,256,13.3,1920 x 1080,,1,Kim loại,Windows,Bang & Olufsen,5,Wi-Fi 5,1.2,15,,,2019,1,0,0,0,0,0,0,0,12,3,17600000
HP,i7,1.8,4.6,Intel,DDR3L,8,2133,256,13.3,1920 x 1080,HD,1,Kim loại,Windows,Bang & Olufsen,5,Wi-Fi 5,1.28,14.9,212,307,2019,1,0,0,1,0,0,0,0,12,3,22510000
HP,i7,1.8,4.6,Intel,DDR4,8,2400,256,13.3,1920 x 1080,HD,1,Kim loại,Windows,Bang & Olufsen,5,Wi-Fi 5,1.26,14.9,212,307,2019,1,0,0,1,0,0,0,0,12,3,22510000
HP,i5,1.6,4.2,Intel,DDR4,8,2400,256,13.3,1920 x 1080,HD,1,Kim loại,Windows,Bang & Olufsen,5,Wi-Fi 5,1.17,14.7,211.5,307,2019,1,0,0,1,0,0,0,0,12,3,17930000
HP,i5,1.6,4.2,Intel,DDR4,8,2400,512,13,1920 x 1080,HD,1,Kim loại,Windows,Bang & Olufsen,5,Wi-Fi 5,1.17,14.7,211.5,307,2019,1,0,0,1,1,0,0,0,12,3,18580000
HP,i7,1.8,4.9,NVIDIA MX,DDR4,8,2400,512,13.3,1920 x 1080,HD,1,Kim loại,Windows,Bang & Olufsen,5,Wi-Fi 5,1.17,14.7,211.5,307,2019,1,0,0,1,0,0,0,0,12,3,23580000
HP,i5,1.1,3.7,Intel,DDR4,8,3200,256,13.3,1920 x 1080,HD,1,Kim loại,Windows,Bang & Olufsen,5,Wi-Fi 5,1.258,16.9,194.6,306.5,2020,1,1,0,1,0,0,0,0,12,3,17650000
HP,i5,1.1,3.7,Intel,DDR4,8,3200,512,13.3,1920 x 1080,HD,1,Kim loại,Windows,Bang & Olufsen,5,Wi-Fi 5,1.25,16.9,194.6,306.5,2020,1,1,0,1,0,0,0,0,12,3,18830000
HP,i7,1.3,3.9,Intel,DDR4,8,3200,512,13.3,1920 x 1080,HD,1,Kim loại,Windows,Bang & Olufsen,5,Wi-Fi 5,1.25,16.9,194.6,306.5,2020,1,1,0,1,0,0,0,0,12,6,23680000
HP,i5,2.4,4.2,Intel,DDR4,8,2933,256,13.3,1920 x 1080,HD,1,Kim loại,Windows,Bang & Olufsen,5,Wi-Fi 6,1.236,16.9,194.6,306.5,2020,1,1,0,1,1,0,0,0,12,4,20280000
HP,i5,2.4,4.2,Intel,DDR4,8,2933,512,13.3,1920 x 1080,HD,1,Kim loại,Windows,Bang & Olufsen,5,Wi-Fi 6,1.236,16.9,194.6,306.5,2020,1,1,0,1,1,0,0,0,12,7.5,20620000
HP,i7,2.8,4.7,Intel,DDR4,8,2933,512,13.3,1920 x 1080,HD,1,Kim loại,Windows,Bang & Olufsen,5,Wi-Fi 6,1.236,16.9,194.6,306.5,2020,1,1,0,1,1,0,0,0,12,4.5,24530000
HP,i7,2.8,4.7,Intel,DDR4,16,2933,1024,13.3,1920 x 1080,HD,1,Kim loại,Windows,Bang & Olufsen,5,Wi-Fi 6,1.236,16.9,194.6,306.5,2020,1,1,0,1,1,0,0,0,12,11,30290000
HP,i7,2.6,5,NVIDIA GTX,DDR4,16,2933,1024,15.6,1920 x 1080,HD,1,Kim loại,Windows,Bang & Olufsen,5,Wi-Fi 6,2.14,18.4,236.8,357.9,2020,1,1,1,1,1,0,0,0,12,7.5,47260000
HP,R5,2.1,3.7,AMD,DDR4,8,2400,256,13.3,1920 x 1080,HD,1,Kim loại,Windows,Bang & Olufsen,4.2,Wi-Fi 5,1.31,14.7,212,306,2019,1,0,1,1,0,0,1,0,12,6,19360000
HP,R7,2.3,4,AMD,DDR4,8,2400,256,13.3,1920 x 1080,HD,1,Kim loại,Windows,Bang & Olufsen,4.2,Wi-Fi 5,1.31,14.7,212,306,2019,1,0,1,1,0,0,1,0,12,3,22020000
HP,i7,2.6,5,NVIDIA RTX,DDR4,16,2933,1024,15.6,1920 x 1080,HD,1,Kim loại,Windows,DTS,5,Wi-Fi 6,2.36,22.5,239.7,357.9,2020,1,1,0,0,0,0,0,1,12,7.5,47260000
HP,i7,2.2,4.1,NVIDIA GTX,DDR4,8,2666,128,15.6,1920 x 1080,HD,1,Nhựa,Windows,Bang & Olufsen,4.2,Wi-Fi 5,2.17,17.9,221.7,326.8,2019,1,0,0,0,0,0,0,0,12,6,24270000
HP,i5,1.6,3.9,Intel,DDR4,4,2666,1024,14,1920 x 1080,HD,1,Nhựa,Windows,Realtek,4.2,Wi-Fi 5,1.607,19.7,222.9,324,2019,0,0,1,0,0,0,0,0,12,3,13910000
HP,i3,2,3.7,Intel,DDR4,4,3200,256,14,1920 x 1080,HD,1,Kim loại,Windows,Bang & Olufsen,5,Wi-Fi 5,1.41,17,216.6,325,2021,0,0,0,0,0,0,0,1,12,11,13270000
HP,i5,2.4,4.2,Intel,DDR4,8,3200,512,14,1920 x 1080,HD,1,Kim loại,Windows,Bang & Olufsen,5,Wi-Fi 5,1.41,17,216.6,325,2021,0,0,0,0,0,0,0,1,12,10,17450000
HP,i5,1.6,3.9,Intel,DDR4,4,2666,1024,15.6,1920 x 1080,HD,1,Nhựa,Windows,Realtek,5,Wi-Fi 5,1.75,17.9,245.6,361.6,2019,0,0,0,0,0,0,0,1,12,3,12690000
HP,i5,1.6,3.9,NVIDIA MX,DDR4,4,2666,1024,15.6,1920 x 1080,HD,1,Kim loại,Windows,Bang & Olufsen,5,Wi-Fi 5,1.75,17.9,245.6,361.6,2019,0,0,0,0,0,0,0,1,12,3,13340000
HP,i5,1.6,3.9,NVIDIA MX,DDR4,8,2666,1024,15.6,1920 x 1080,HD,1,Nhựa,Windows,Bang & Olufsen,5,Wi-Fi 5,1.83,17.9,245.6,361.6,2019,0,0,0,0,0,0,0,1,12,3,13910000
HP,i7,2.8,4.7,Intel,DDR4,8,3200,512,15.6,1920 x 1080,HD,1,Kim loại,Windows,Bang & Olufsen,5,Wi-Fi 5,1.685,17.9,234,360.2,2021,0,0,0,0,0,0,0,1,12,9,19720000
HP,i5,2.4,4.2,Intel,DDR4,8,3200,512,15.6,1920 x 1080,HD,1,Kim loại,Windows,Bang & Olufsen,5,Wi-Fi 5,1.677,17.9,234,360.2,2021,0,0,0,0,0,0,0,1,12,8.5,16490000
HP,i5,2.4,4.2,Intel,DDR4,8,3200,256,15.6,1920 x 1080,HD,1,Kim loại,Windows,Bang & Olufsen,5,Wi-Fi 5,1.682,17.9,234,360.2,2021,0,0,0,0,0,0,0,1,12,8.5,15620000
HP,i3,2,3.7,Intel,DDR4,4,3200,512,15.6,1920 x 1080,HD,1,Kim loại,Windows,Bang & Olufsen,5,Wi-Fi 5,1.682,17.9,234,360.2,2021,0,0,0,0,0,0,0,1,12,9,13780000
HP,i3,2,3.7,Intel,DDR4,4,3200,256,15.6,1920 x 1080,HD,1,Kim loại,Windows,Bang & Olufsen,5,Wi-Fi 5,1.682,17.9,234,360.2,2021,0,0,0,0,0,0,0,1,12,9,13000000
HP,i7,2.6,5,NVIDIA GTX,DDR4,8,2933,512,15.6,1920 x 1080,HD,1,Nhựa,Windows,Bang & Olufsen,5,Wi-Fi 6,2.23,23.4,256,360,2021,1,0,0,0,0,0,0,1,12,6.5,23920000
HP,i7,2.2,5,NVIDIA GTX,DDR4,8,3200,512,16.1,1920 x 1080,HD,1,Nhựa,Windows,Bang & Olufsen,5,Wi-Fi 6,2.35,23.5,262.5,370,2020,1,0,0,0,0,0,0,1,12,7.5,26120000
HP,i7,2.8,4.7,Intel,DDR4,8,3200,512,14,1920 x 1080,HD,1,Nhựa,Windows,Bang & Olufsen,5,Wi-Fi 5,1.65,19,221,324,2020,0,0,1,1,0,0,0,0,12,5,18150000
HP,i3,3,4.1,Intel,DDR4,4,3200,512,14,1366 x 768,HD,1,Nhựa,Windows,HP Audio Boost,5,Wi-Fi 6,1.38,19.9,213.9,321.9,2020,1,0,0,1,0,0,0,1,12,10,12430000
HP,i5,1.6,3.9,Intel,DDR4,4,2666,1024,13.3,1366 x 768,HD,1,Kim loại,Windows,Realtek,5,Wi-Fi 5,1.52,18,230.9,308.6,2019,1,0,0,1,0,0,0,1,12,3,13890000
HP,i5,1.6,3.9,Intel,DDR4,4,2666,256,13.3,1366 x 768,HD,1,Kim loại,Windows,Realtek,,,1.45,18,230.9,308.6,2019,1,0,0,1,0,0,0,1,12,6,14920000
HP,i5,2.4,4.2,Intel,DDR4,4,3200,512,14,1920 x 1080,HD,1,Nhựa,Windows,HP Audio Boost,5,Wi-Fi 6,1.38,19.9,213.9,321.9,2021,1,0,0,1,0,1,0,1,12,11,18080000
HP,i3,3,4.1,Intel,DDR4,4,3200,256,15.6,1366 x 768,HD,1,Kim loại,Windows,Realtek,5,Wi-Fi 6,1.725,19.9,233.9,359.4,2020,1,0,0,1,0,0,0,0,12,10.5,12930000
HP,i7,1.8,4.6,Intel,DDR4,8,2400,256,13.3,1920 x 1080,HD,0,Kim loại,Windows,Bang & Olufsen,,,1.32,14.5,217.9,308.8,,1,0,1,1,0,0,0,0,12,6,36370000
HP,i5,1.6,4.2,NVIDIA Quadro,DDR4,8,2666,256,14,1920 x 1080,HD,0,Kim loại,Windows,Bang & Olufsen,5,Wi-Fi 6,1.41,17.9,214.6,323,2020,0,1,0,1,0,0,0,1,12,3,26120000
HP,i7,1.8,4.9,NVIDIA Quadro,DDR4,16,2666,512,14,1920 x 1080,HD,0,Kim loại,Windows,Bang & Olufsen,5,Wi-Fi 6,1.41,17.9,214.6,323,2020,0,0,0,1,0,0,0,1,12,4.5,32380000
Lenovo,i5,2.4,4.2,Intel,DDR4,8,3200,512,15.6,1920 x 1080,HD,1,Nhựa,Windows,Realtek,5,Wi-Fi 5,1.65,19.9,236.5,359.2,2021,0,0,0,0,1,1,0,1,24,18.5,15300000
Lenovo,i5,1.6,3.4,Intel,DDR4,4,2133,1024,15.6,1920 x 1080,HD,1,Nhựa,Windows,Dolby,,,2.2,23,260,378,2018,0,0,0,0,0,0,0,0,12,4.5,10810000
Lenovo,i5,2.4,4.2,Intel,DDR4,16,3200,512,14,1920 x 1080,HD,1,Nhựa,Windows,Realtek,5.1,Wi-Fi 6,1.39,19.9,211.59,321.57,2021,1,0,0,1,1,0,0,1,24,12,15830000
Lenovo,i7,2.8,4.7,Intel,DDR4,8,3200,512,14,1920 x 1080,HD,1,Nhựa,Windows,Realtek,5.1,Wi-Fi 6,1.39,19.9,211.59,321.57,2021,1,0,0,1,1,0,0,1,24,20.5,19570000
Lenovo,i3,2.1,4.1,Intel,DDR4,8,2666,512,14,1920 x 1080,HD,1,Nhựa,Windows,Dolby,5,Wi-Fi 5,1.59,17.9,229,328,2019,1,0,1,1,0,0,0,0,12,3,13340000
Lenovo,i5,1.6,4.2,Intel,DDR4,8,2666,512,14,1920 x 1080,HD,1,Nhựa,Windows,Dolby,4.2,Wi-Fi 5,1.65,17.9,229,328,2019,1,0,1,1,0,0,0,0,12,3,15310000
Lenovo,i5,1,3.6,Intel,DDR4,8,3200,512,14,1920 x 1080,HD,1,Nhựa,Windows,Dolby,5,Wi-Fi 5,1.5,20.4,218.5,322.6,2020,1,0,1,1,0,0,0,1,24,11.5,14950000
Lenovo,i5,2.5,4.5,NVIDIA GTX,DDR4,8,2933,512,15.6,1920 x 1080,HD,0,Nhựa,Windows,Dolby,5,Wi-Fi 6,2.2,24.9,240,351,2020,1,0,0,0,1,0,0,1,24,18,19450000
Lenovo,i7,2.6,5,NVIDIA GTX,DDR4,8,2933,512,15.6,1920 x 1080,HD,0,Nhựa,Windows,Dolby,5,Wi-Fi 6,2.2,23,240,351,2020,1,0,0,0,0,0,0,1,24,15.5,19760000
Lenovo,i3,1.2,3.4,Intel,DDR4,4,2666,256,15.6,1920 x 1080,,1,Nhựa,Windows,Realtek,5,Wi-Fi 5,1.79,17.9,245,358,2019,0,0,0,0,0,0,0,1,12,5,9620000
Lenovo,i5,1,3.6,Intel,DDR4,8,2666,512,15.6,1920 x 1080,,1,Nhựa,Windows,Realtek,5,Wi-Fi 5,1.79,17.9,245,358,2019,0,0,0,0,0,0,0,1,12,3,12520000
Lenovo,i3,1.2,3.4,Intel,DDR4,8,2666,512,14,1920 x 1080,HD,1,Nhựa,Windows,Dolby,4.2,Wi-Fi 5,1.6,17.9,230.5,322.7,2019,0,0,0,0,0,0,0,1,12,3.5,11520000
Lenovo,i7,1.8,4.9,NVIDIA MX,DDR4,8,2400,1024,15.6,1920 x 1080,HD,1,Kim loại,Windows,Dolby,4.2,Wi-Fi 5,1.8,16.9,245,358,2019,1,0,0,1,0,0,0,1,12,3,21290000
Lenovo,i7,1.3,3.9,Intel,DDR4,8,2666,512,14,1920 x 1080,,1,Nhựa,Windows,Dolby,5,Wi-Fi 5,1.6,19.9,241,327.1,2020,0,0,0,0,0,0,0,1,24,11,14710000
Lenovo,i3,1.2,3.4,Intel,DDR4,4,2666,512,15.6,1920 x 1080,,1,Nhựa,Windows,Stereo,5,Wi-Fi 5,1.85,19.9,253.4,362.2,2020,0,0,0,0,1,1,0,1,24,19,11110000
Lenovo,i5,1,3.6,Intel,DDR4,8,3200,512,14,1920 x 1080,HD,1,Nhựa,Windows,Dolby,5,Wi-Fi 5,1.52,17.9,211.8,321.7,2020,1,0,0,1,1,0,0,1,24,15,13910000
Lenovo,i3,1.2,3.4,Intel,DDR4,8,3200,512,15.6,1920 x 1080,HD,1,Nhựa,Windows,Dolby,5,Wi-Fi 5,1.7,17.9,233.1,356.7,2020,1,0,0,1,1,0,0,1,24,9.5,11530000
Lenovo,i5,2.4,4.2,Intel,DDR4,8,3200,512,15.6,1920 x 1080,HD,1,Nhựa,Windows,Dolby,5.1,Wi-Fi 6,1.66,17.9,233.13,356.67,2020,1,0,0,1,1,0,0,1,24,15.5,15890000
Lenovo,i3,2.1,4.1,Intel,DDR4,8,2666,256,14,1920 x 1080,HD,1,Nhựa,Windows,Realtek,5,Wi-Fi 5,1.5,19.9,241,327.1,2020,0,0,0,0,1,1,0,1,24,20.5,11980000
Lenovo,i3,3,4.1,Intel,DDR4,8,3200,512,15.6,1920 x 1080,HD,1,Nhựa,Windows,Realtek,5,Wi-Fi 5,1.65,19.9,236.5,359.2,2021,0,0,0,0,1,1,0,1,24,18.5,12750000
Lenovo,i5,2.4,4.2,NVIDIA MX,DDR4,8,3200,512,15.6,1920 x 1080,HD,1,Nhựa,Windows,Dolby,5.1,Wi-Fi 6,1.66,19.9,233.13,356.67,2020,1,0,0,1,1,0,0,1,24,20,18570000
Lenovo,i3,2.1,3.9,Intel,DDR4,8,2133,256,14,1920 x 1080,HD,1,Nhựa,Windows,Dolby,5,Wi-Fi 5,1.6,17.9,229,328,2019,1,0,1,1,0,0,0,0,12,3,12430000
Lenovo,i7,2.6,5,NVIDIA GTX,DDR4,8,2933,512,15.6,1920 x 1080,HD,0,Nhựa,Windows,Dolby,5,Wi-Fi 6,2.2,24.9,249.6,359,2020,1,0,0,0,1,0,0,1,24,18.5,22040000
Lenovo,i7,1.8,4.6,NVIDIA MX,DDR4,8,2400,512,15.6,1920 x 1080,,1,Nhựa,Windows,Dolby,4.1,Wi-Fi 5,1.73,19.9,251.4,362,2019,0,0,0,0,0,0,0,1,12,3,14920000
Lenovo,i3,2.1,3.9,Intel,DDR4,8,2400,1024,14,1920 x 1080,HD,1,Nhựa,Windows,Dolby,,,1.55,17.9,230.5,322.7,2019,0,0,0,0,0,0,0,1,12,6,10140000
Lenovo,i5,1.6,3.9,NVIDIA MX,DDR4,8,2400,1024,14,1920 x 1080,HD,1,Nhựa,Windows,Dolby,4.2,Wi-Fi 5,1.55,17.9,230.5,322.7,2019,0,0,0,0,0,0,0,1,12,3,13100000
Lenovo,i7,2.6,5,NVIDIA GTX,DDR4,8,2933,256,15.6,1920 x 1080,HD,0,Nhựa,Windows,Harman,5,Wi-Fi 6,2.3,23.57,251.4,362,2020,1,0,0,0,0,0,0,1,24,13,22760000
Lenovo,i7,2.2,4.1,NVIDIA GTX,DDR4,8,2666,,15.6,1920 x 1080,,0,Nhựa,Windows,Dolby,4.2,Wi-Fi 5,2.3,23.9,260,365,2018,1,0,0,0,0,0,0,0,12,3,22920000
Lenovo,i7,2.8,4.7,Intel,DDR4,8,3200,512,14,1920 x 1080,HD,1,Kim loại,Windows,Dolby,5.1,Wi-Fi 6,1.4,17.9,218,323,2020,0,1,0,1,1,1,0,0,12,6.5,18700000
Lenovo,i5,1,3.6,Intel,DDR4,8,3200,512,14,1920 x 1080,HD,1,Kim loại,Windows,Dolby,5,Wi-Fi 6,1.5,17.9,230,326,2020,0,0,0,1,0,0,0,1,12,4.5,13730000
Lenovo,i7,1.3,3.9,Intel,DDR4,8,3200,512,14,1920 x 1080,HD,1,Kim loại,Windows,Dolby,5,Wi-Fi 5,1.5,17.9,230,326,2020,0,0,0,1,0,1,0,1,12,3,18290000
Lenovo,i7,1.8,4.9,Intel,DDR4,8,2666,512,14,1920 x 1080,HD,1,Kim loại,Windows,Dolby,5,Wi-Fi 5,1.5,17.9,230,326,2020,0,0,0,1,1,0,0,0,12,3,17650000
Lenovo,i5,2.4,4.2,Intel,DDR4,8,4266,512,14,1920 x 1080,HD,0,Kim loại,Windows,Dolby,5.1,Wi-Fi 6,1.27,14.9,207,322,2020,1,1,0,1,1,1,0,0,12,5.5,16820000
Lenovo,i7,2.8,4.7,Intel,DDR4,8,4266,512,14,1920 x 1080,HD,0,Kim loại,Windows,Dolby,5.1,Wi-Fi 6,1.27,14.9,207,322,2020,1,1,0,1,1,1,0,0,12,6,20300000
Lenovo,i5,2.4,4.2,Intel,DDR4,16,3200,512,14,1920 x 1080,HD,1,Kim loại,Windows,Dolby,5.1,Wi-Fi 6,1.5,16.9,216,320,2021,1,1,1,1,1,0,0,0,12,10,22830000
Lenovo,i5,2.4,4.2,Intel,DDR4,8,3200,512,14,1920 x 1080,HD,1,Kim loại,Windows,Dolby,5.1,Wi-Fi 6,1.5,16.9,216,320,2021,1,1,1,1,1,0,0,0,12,10,21430000
Lenovo,i7,2.8,4.7,Intel,DDR4,16,3200,512,14,1920 x 1080,HD,1,Kim loại,Windows,Dolby,5.1,Wi-Fi 6,1.5,16.9,216,320,2021,1,1,1,1,1,0,0,0,12,10,25390000
Lenovo,i5,2.4,4.2,Intel,DDR4,8,3200,512,15.6,1920 x 1080,HD,1,Kim loại,Windows,Dolby,5.1,Wi-Fi 6,1.7,18.9,235,357,2020,0,1,0,1,1,1,0,1,12,10.5,17620000
Lenovo,i3,1.2,3.4,Intel,DDR4,4,2666,512,15.6,1920 x 1080,HD,1,Kim loại,Windows,Dolby,5,Wi-Fi 5,1.8,18.9,245,364,2020,0,0,0,1,0,1,0,1,12,6,10990000
Lenovo,i5,1.6,3.9,Intel,DDR3L,8,2133,512,13.3,1920 x 1080,HD,4,Kim loại,Windows,Dolby,,,1.09,11.9,210,307,2019,1,1,0,1,0,0,0,0,12,3,19650000
Lenovo,i5,2.4,4.2,Intel,LPDDR4X,16,4266,512,13.3,2560 x 1600,HD,0,Hợp kim,Windows,Dolby,5,Wi-Fi 6,0.966,15,208.85,295.88,2020,1,1,0,0,0,1,1,1,24,15.5,23160000
Lenovo,i7,2.8,4.7,Intel,LPDDR4X,16,4266,1024,13.3,2560 x 1600,HD,0,Hợp kim,Windows,Dolby,5,Wi-Fi 6,0.966,15,208.85,295.88,2020,1,1,0,0,0,1,1,1,24,15,27510000
Lenovo,i5,2.4,4.2,Intel,DDR4,8,3200,512,14,1920 x 1080,HD,0,Kim loại,Windows,Dolby,5,Wi-Fi 6,1.43,17.7,214.6,320.4,2020,1,1,1,1,1,0,0,0,24,21,22690000
Lenovo,i7,2.8,4.7,Intel,DDR4,8,3200,512,14,1920 x 1080,HD,0,Kim loại,Windows,Dolby,5,Wi-Fi 6,1.43,17.7,214.6,320.4,2020,1,1,1,1,1,0,0,0,24,21.5,25440000
Lenovo,i7,3,4.8,Intel,DDR4,16,4266,1024,14,3840 x 2160,HD,0,Kim loại,Windows,Dolby,5.1,Wi-Fi 6,1.37,15.7,216.4,319.4,2021,1,1,1,1,1,0,0,0,24,19.5,42970000
Lenovo,i7,1.8,4,Intel,DDR4,16,2400,512,13.9,3840 x 2160,,0,Hợp kim,Windows,Dolby,4.1,Wi-Fi 5,1.38,14.5,227,322,2019,1,1,1,1,0,0,0,0,12,3,40940000
Lenovo,i5,1.6,4.2,Intel,DDR4,8,2666,512,13,2160 x 1350,,1,Kim loại,Windows,Dolby,5,Wi-Fi 6,1.1683,9.19,207.4,297.4,2020,1,0,1,0,0,0,1,0,24,11,20710000
Lenovo,i7,1.8,4.9,Intel,DDR4,8,2666,512,13,2160 x 1350,,1,Kim loại,Windows,Dolby,5,Wi-Fi 6,1.1683,9.19,207.4,297.4,2020,1,0,1,0,0,0,1,0,24,15.5,24200000
Lenovo,i5,1.1,3.7,Intel,DDR4,8,3200,512,14,1920 x 1080,HD,1,Kim loại,Windows,Dolby,5,Wi-Fi 6,1.55,15.1,208.18,320.6,2020,1,0,0,0,0,1,0,0,24,18.5,19130000
Lenovo,i7,1.3,3.9,Intel,DDR4,8,3200,512,14,1920 x 1080,HD,1,Kim loại,Windows,Dolby,5,Wi-Fi 6,1.55,15.1,208.18,320.6,2020,1,0,0,0,0,1,0,0,24,13.5,20530000
Lenovo,i5,2.4,4.2,Intel,DDR4,8,3200,512,14,1920 x 1080,HD,1,Kim loại,Windows,Dolby,5,Wi-Fi 6,1.36,14.9,208.18,320.6,2020,1,1,0,1,0,1,1,0,24,17,19240000
Lenovo,i7,2.8,4.7,Intel,DDR4,8,3200,512,14,1920 x 1080,HD,1,Kim loại,Windows,Dolby,5,Wi-Fi 6,1.36,14.9,208.18,320.6,2020,1,1,0,1,0,1,1,0,24,18,21990000
MSI,i5,2.5,4.5,NVIDIA GTX,DDR4,8,3200,512,15.6,1920 x 1080,HD,0,Nhựa,Windows,Nahimic,5.1,Wi-Fi 6,1.86,21.7,254,359,2021,1,0,0,0,0,0,0,1,12,10.5,18320000
MSI,i7,2.6,5,NVIDIA GTX,DDR4,8,,512,15.6,1920 x 1080,HD,0,Nhựa,Windows,Nahimic,5.1,Wi-Fi 6,1.86,21.7,254,359,2021,1,0,0,0,0,0,0,1,12,11,20280000
MSI,i7,2.6,5,NVIDIA RTX,DDR4,16,3200,512,15.6,1920 x 1080,HD,0,Nhựa,Windows,Nahimic,5.1,Wi-Fi 6,1.86,21.7,254,359,2021,1,0,0,0,0,0,0,0,12,8.5,27190000
MSI,i7,2.6,5,NVIDIA GTX,DDR4,8,3200,512,15.6,1920 x 1080,HD,1,Kim loại,Windows,Realtek,5.1,Wi-Fi 6,2.3,27.5,248,357,2020,1,0,0,0,0,0,0,1,24,18.5,20020000
MSI,i7,2.3,4.6,NVIDIA RTX,DDR4,16,3200,1024,17.3,1920 x 1080,HD,1,Kim loại,Windows,Nahimic,5.2,Wi-Fi 6,2.9,25.9,284,397,2021,1,0,0,0,0,0,0,0,24,20,43880000
MSI,i7,2.6,5,NVIDIA GTX,DDR4,16,2666,512,15.6,1920 x 1080,HD,1,Nhựa,Windows,Stereo,5.1,Wi-Fi 6,2.3,21.7,254,359,2020,1,0,0,0,0,0,0,0,24,20,27320000
MSI,i7,2.3,4.6,NVIDIA RTX,DDR4,8,3200,512,15.6,1920 x 1080,HD,0,Nhựa,Windows,Nahimic,5.2,Wi-Fi 6,2.1,24.9,259,359,2021,1,0,0,0,0,0,0,0,12,8.5,25100000
MSI,i3,3,4.1,Intel,DDR4,8,3200,256,14,1920 x 1080,HD,1,Kim loại,Windows,Nahimic,5.1,Wi-Fi 6,1.3,18.1,219,319,2021,1,0,0,0,0,0,0,1,12,10.5,12820000
Apple,i7,2.6,4.5,,DDR4,,2666,512,16,3072 x 1920,HD,0,Kim loại,MacOS,Dolby,5,Wi-Fi 5,2,16.2,245.9,357.9,2019,1,1,0,1,0,0,0,0,12,3,49130000
